sha,subject,entry_tool,language,sdk_exact,sdk_tag,dialect_bucket,excluded,run_lines,applicable,reason,output_mode,any_run_line_applicable,driver_argv,first_run_line
a0ddbccf04f51d2076beb7e75b7a9124b01c7b44,[FIRRTL] Fix domain info updates in cloneWithInsertedPorts (#9758),circt-opt,mlir,True,firtool-1.141.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(firrtl.circuit(firrtl-lower-open-aggs))' /artefacts/probe/input.mlir,"circt-opt --pass-pipeline=""builtin.module(firrtl.circuit(firrtl-lower-open-aggs))"" %s --split-input-file | FileCheck %s --implicit-check-not=openvector --implicit-check-not=openbundle --implicit-check-not=opensub"
c1ef24514cea6e59361394377bf28d3d52fee660,[Comb] Fix SextMatcher crash on block arguments,circt-opt,mlir,True,firtool-1.141.0,Comb,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '-canonicalize=top-down=true region-simplify=disabled' --allow-unregistered-dialect,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
0e9f82038b32830fd5af0db76beaf8a1ad57718f,[FIRRTL][LowerLayers] Fix instance input port capture,circt-opt,mlir,True,firtool-1.141.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt -firrtl-lower-layers /artefacts/probe/input.mlir,circt-opt -firrtl-lower-layers -split-input-file %s | FileCheck %s
73e28e09a3b5ba17ab4eba999d5bbff7031b11ee,[CalyxToHW] Fix missing i1-to-clock conversion in convertPipelineOp (#9715),circt-opt,mlir,True,firtool-1.141.0,CalyxToHW,,1,True,,--lower-calyx-to-hw,True,circt-opt -lower-calyx-to-hw /artefacts/probe/input.mlir,circt-opt --split-input-file -lower-calyx-to-hw %s | FileCheck %s
b2ab3aff00ca81a69d4594ca03bc9100db372512,[FIRRTL] Dedup: fix non-deduplicatable public module handling (#9702),circt-opt,mlir,True,firtool-1.141.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt --firrtl-dedup /artefacts/probe/input.mlir,circt-opt --firrtl-dedup %s | FileCheck %s
10fbfc9b17ac4f44683e1ce8b10564d2c260cb0c,[FIRRTL][Reduce] Fix module-port-pruner crash with probe ports (#9694),other,mlir,True,firtool-1.141.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir --test /usr/bin/env --test-arg true --keep-best=0 --include module-port-pruner,circt-reduce %s --test /usr/bin/env --test-arg true --keep-best=0 --include module-port-pruner | FileCheck %s
3b30c823b82916627d62f59d4e6e8e520f8b530d,[HandshakeToHW] Fix crashes when multiple `sync`s with different numbers of `none` inputs are used (#9587),circt-opt,mlir,True,firtool-1.141.0,HandshakeToHW,,9,True,,--lower-handshake-to-hw,True,circt-opt -lower-handshake-to-hw /artefacts/probe/input.mlir,circt-opt -lower-handshake-to-hw --split-input-file %s | FileCheck %s
f9b8bd46511da71e47e2a11437fa49b55a2a7b29,[HW] Fix ArrayCreateOp verifier to support typealiases and add optional result type syntax (#9639),circt-opt,mlir,True,firtool-1.141.0,HW,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir,circt-opt %s | circt-opt | FileCheck %s
ef82ef1b1e33a8ec4d9a74a134e4ecfb4d8256a6,[FIRRTL] Fix canonicalizer infinite loop with const types (#9595),circt-opt,mlir,True,firtool-1.140.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-canonicalize=top-down=true region-simplify=aggressive' /artefacts/probe/input.mlir,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
db9b1154c4146971ff88c2e3d758d95a9768628c,[circt-reduce] Fix firrtl-remove-unused-ports crash with probes,circt-opt,mlir,True,firtool-1.140.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-remove-unused-ports))' /artefacts/probe/input.mlir,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-remove-unused-ports))' %s -split-input-file | FileCheck %s
010d18b95ff2307ebd14933cb76dfc70eacdf39e,[circt-reduce] Fix extmodule-instance-remover crash with strings,other,mlir,True,firtool-1.140.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir --test /usr/bin/env --test-arg true --keep-best=0 --include extmodule-instance-remover,circt-reduce %s --test /usr/bin/env --test-arg true --keep-best=0 --include extmodule-instance-remover | FileCheck %s
0de87ef355e6cf86dd4c171480fe0629e6fe4df4,[circt-reduce] Fix instance-stubber: ref/property,other,mlir,True,firtool-1.140.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir --test /usr/bin/true --include instance-stubber,circt-reduce %s --test /usr/bin/true --include instance-stubber | FileCheck %s
b7d165dedca7b549424674bec3fd231dd93d5f46,[circt-reduce] Fix module-name-sanitizer crash with objects (#9584),other,mlir,True,firtool-1.140.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir --include=module-internal-name-sanitizer --include=module-name-sanitizer --test /usr/bin/env --test-arg true --keep-best=0,circt-reduce %s --include=module-internal-name-sanitizer --include=module-name-sanitizer --test /usr/bin/env --test-arg true --keep-best=0 | FileCheck %s
d3c93988fd681f771a59520938be417eb31a9ad2,[circt-reduce] Fix connect-forwarder crash with layerblocks (#9581),other,mlir,True,firtool-1.140.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir --test /usr/bin/env --test-arg true --keep-best=0 --include connect-forwarder,circt-reduce %s --test /usr/bin/env --test-arg true --keep-best=0 --include connect-forwarder | FileCheck %s
e36f5695723e46a6d8463a521452dcda8aff2c4b,[FIRRTL] Fix canonicalizer crash on non-IntType inputs to cast patterns (#9550),circt-opt,mlir,True,firtool-1.140.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-canonicalize=top-down=true region-simplify=aggressive' /artefacts/probe/input.mlir,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
db50d3131cec54ad9fc19f8de2910e616caa704d,[LLHD] Fix mem2reg to capture all live values across wait ops (#9552),circt-opt,mlir,True,firtool-1.140.0,LLHD,,1,False,pipeline_not_hw_terminal,,False,circt-opt --llhd-mem2reg /artefacts/probe/input.mlir,circt-opt --llhd-mem2reg %s | FileCheck %s
89778e1bebd3751b1b0f729c320cfa09a13f7d7d,[ImportVerilog] Fix silent failure on unsupported system calls (#9556),circt-translate,sv,True,firtool-1.140.0,ImportVerilog,,1,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog --verify-diagnostics --split-input-file %s
2fdae8fcfef599681d18d6521a4f568f32f3006e,[ArcRuntime][VCDTrace] Fix final time step on empty trace buffer (#9554),arcilator,mlir,True,firtool-1.140.0,Arc,unsupported_shape,1,False,entry_tool_not_hw_capable,,False,arcilator /artefacts/probe/input.mlir --run --jit-entry=main --jit-vcd-file=/artefacts/probe/input.mlir '&&' cat /artefacts/probe/input.mlir,arcilator %s --run --jit-entry=main --jit-vcd-file=%t && cat %t | FileCheck %s --match-full-lines --check-prefix VCD
3086bac387d1d631c00db726bd7f4ad3b123859a,[ImportVerilog] Swap assertion calls to to_builtin_int (#9543),circt-translate,sv,False,,ImportVerilog,,3,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
b476431e74ec362343f27ebf8957db91764ffdfd,[Synth][LongestPathAnalysis] Fix an incorrect instanch path (#9536),circt-opt,mlir,False,,Synth,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '--pass-pipeline=builtin.module(synth-print-longest-path-analysis{test=true})',circt-opt %s --split-input-file --pass-pipeline='builtin.module(synth-print-longest-path-analysis{test=true})' --verify-diagnostics
4c4a16553aa3bfffcc32f550cc4b4047d6fc93e7,[ImportVerilog] Fix class method prototype resolution (#9508),circt-translate,sv,False,,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
142c02c65dcac7fe05d71af36399c85766d13ec8,[FIRRTL] Fix LowerDomains for multi-use wires,circt-opt,mlir,False,,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(firrtl.circuit(firrtl-lower-domains))' /artefacts/probe/input.mlir,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-domains))' --split-input-file %s | FileCheck --implicit-check-not firrtl.domain --implicit-check-not unrealized_conversion_cast %s
380a44a69243306be724036806f6cae00aa21a51,[FIRRTL][InferResets] Fix reset domain inference for multiple top-level modules (#9464),circt-opt,mlir,False,,FIRRTL,,2,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(firrtl.circuit(firrtl-infer-resets))' /artefacts/probe/input.mlir,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(firrtl-infer-resets))' --verify-diagnostics --split-input-file %s
242b4a2959dca2918e850db64c41689e6eea320a,[LLHD] Fix multiply-driven signals being hoisted incorrectly (#9421),circt-opt,mlir,True,firtool-1.139.0,LLHD,,1,False,pipeline_not_hw_terminal,,False,circt-opt --llhd-hoist-signals /artefacts/probe/input.mlir,circt-opt --llhd-hoist-signals %s | FileCheck %s
9fe788f13100fe6f56bed446ad4fc960530e1ba1,Fix isSeqMem() check to allow externalization of memories with read-/write-latency >= 1 (#9419),circt-opt,mlir,True,firtool-1.139.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt -firrtl-lower-memory /artefacts/probe/input.mlir,circt-opt -firrtl-lower-memory %s | FileCheck %s
b79ae60f6c433bf6b1f04622738f06666b909330,[FIRRTL] Fix LowerSignatures to work with Domains,circt-opt,mlir,True,firtool-1.139.0,FIRRTL,,2,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-lower-signatures))' /artefacts/probe/input.mlir,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-signatures))' %s | FileCheck --check-prefixes=CHECK %s
db06bf66d7f649fff294f180394b3b0d8d289fc5,[FIRRTL] Fix LowerTypes so it works with Domains,circt-opt,mlir,True,firtool-1.139.0,FIRRTL,,3,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-lower-types))' --allow-unregistered-dialect /artefacts/probe/input.mlir,"circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-types))' --allow-unregistered-dialect %s | FileCheck --check-prefixes=CHECK,LT,COMMON %s"
a0f3eb4086bc63736af219ec99697b4b89d6e598,[LLHD] Fix HoistSignals with non-uniform drive delays (#9349),circt-opt,mlir,True,firtool-1.139.0,LLHD,,1,False,pipeline_not_hw_terminal,,False,circt-opt --llhd-hoist-signals /artefacts/probe/input.mlir,circt-opt --llhd-hoist-signals %s | FileCheck %s
394cc2beb238407238b084b6102510a03e710112,[ESI][Runtime] Fix integration test,other,mlir,True,firtool-1.139.0,ESI,,15,False,entry_tool_not_hw_capable,,False,other -rf /artefacts/probe/input.mlir6 '&&' mkdir /artefacts/probe/input.mlir6 '&&' cd /artefacts/probe/input.mlir6 /artefacts/probe/input.mlir,rm -rf %t6 && mkdir %t6 && cd %t6
ad277c6bdbffe8269f88ddb653e1e13bab60f2f1,[FIRRTL] Fix Dedup issue caused by name shadowing (#9336),circt-opt,mlir,True,firtool-1.139.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt --firrtl-dedup /artefacts/probe/input.mlir,circt-opt --firrtl-dedup %s | FileCheck %s
bf970671340c099008188c24f3ba8b2aada6c7e7,[ExportVerilog] Fix union emission error,circt-opt,mlir,True,firtool-1.138.0,ExportVerilog,,1,False,pipeline_not_hw_terminal,,False,"circt-opt /artefacts/probe/input.mlir --test-apply-lowering-options=options=emittedLineLength=100,emitBindComments -export-verilog -o /artefacts/probe/input.mlir.mlir","circt-opt %s --test-apply-lowering-options='options=emittedLineLength=100,emitBindComments' -export-verilog -verify-diagnostics -o %t.mlir | FileCheck %s"
3777d1550908e4c1ce3c26053e187b7df5ce0cd5,[HW] Fix array_create and struct_create folding with non-integer attributes.,circt-opt,mlir,True,firtool-1.138.0,HW,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-canonicalize=top-down=true region-simplify=aggressive' /artefacts/probe/input.mlir,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
dc45595e7e8031f78c91978bd31b9b90c88420f3,[Synth] Fix crash in AndInverterOp folding with non-integer operands,circt-opt,mlir,True,firtool-1.138.0,Synth,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --canonicalize,circt-opt %s --canonicalize | FileCheck %s
f5f5a6567ca532594df43f7d365c22879fecfbaa,[CombFolds] Fix crash in folding with non-integer attribute operands (#9273),circt-opt,mlir,True,firtool-1.138.0,Comb,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '-canonicalize=top-down=true region-simplify=disabled' --allow-unregistered-dialect,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
fa7eb12bf52d4433bf372801a598ade775a9e16c,[SwitchToIf] support multi-result scf.index_switch + add regression test (#9245),circt-opt,mlir,True,firtool-1.138.0,IndexSwitchToIf.cpp,,1,False,pipeline_not_hw_terminal,,False,circt-opt --switch-to-if /artefacts/probe/input.mlir,circt-opt -split-input-file --switch-to-if %s | FileCheck %s
61b1c871234e947958e70e1e6e48944d48dbcd21,[MooreToCore] Fix lowering of dynamic extracts of nested arrays (#9257),circt-opt,mlir,True,firtool-1.138.0,MooreToCore,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-moore-to-core,circt-opt %s --convert-moore-to-core --verify-diagnostics | FileCheck %s
351189822e33cd4d1c1c0a780d9ede002feaf00b,[ESI] Window lowered type fix (#9243),circt-opt,mlir,True,firtool-1.138.0,ESI,,2,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --verify-roundtrip,circt-opt %s --verify-roundtrip | FileCheck %s
76fc7146b8e93d743dbb38eb608a5810f7e60926,[ESI][Runtime] Fix a test and some source broken by 25f3ac8,other,mlir,True,firtool-1.138.0,ESI,no_run_line,0,False,no_run_line,,False,,
91872b228b74931e77419e7b6c36a4bbf8cc0431,Fix inout port lowering for sv.verbatim.module (#9209),circt-opt,mlir,True,firtool-1.137.0,SV,,1,True,,--lower-firrtl-to-hw,True,circt-opt -lower-firrtl-to-hw /artefacts/probe/input.mlir,circt-opt -lower-firrtl-to-hw %s -verify-diagnostics | FileCheck %s
7cf1c5cf263b85ef517533f86c0a33d401606948,[ImportVerilog] Fix LValue generation for ClassPropertySymbol,circt-translate,sv,False,,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
baefacd3881f120f6fd4a4d37f4ef57e5763448f,[RTG][Elaboration] Fix incorrect set equality (#9175),circt-opt,mlir,False,,RTG,,1,False,pipeline_not_hw_terminal,,False,circt-opt --rtg-elaborate=seed=0 /artefacts/probe/input.mlir,circt-opt --rtg-elaborate=seed=0 --split-input-file --verify-diagnostics %s | FileCheck %s
6bfecf76581df8a9c5290f2c7e4a5c5d469511d0,[ImportVerilog] Fix capture callback chaining,circt-translate,sv,True,firtool-1.135.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
9dfde5ef309fd967888d3b99f16cb49c82806c35,[Comb] Fix another recursive mux canonicalizer (#9144),circt-opt,mlir,True,firtool-1.135.0,Comb,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '-canonicalize=top-down=true region-simplify=disabled' --allow-unregistered-dialect,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
a509cfea3101f86240d35fbd50b96a97d3f20500,[Synth][LowerVariadic] Fix a dialect dependency (#9118),circt-opt,mlir,True,firtool-1.134.0,Synth,,2,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --synth-lower-variadic,"circt-opt %s --synth-lower-variadic --split-input-file | FileCheck %s --check-prefixes=COMMON,TIMING"
0fca2bd7f5350f7048f9484cf17406a50ec72899,[ImportVerilog] Fix dynamic part-select index typing and add test,circt-translate,sv,True,firtool-1.134.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
52e3074ff26ba47b9fad10e27d1bc6c72af4914c,[FIRRTL] Fix dedup looking up wrong op in inner ref target check (#9104),circt-opt,mlir,True,firtool-1.134.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt --allow-unregistered-dialect '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-dedup))' /artefacts/probe/input.mlir,circt-opt --allow-unregistered-dialect -verify-diagnostics -split-input-file -pass-pipeline='builtin.module(firrtl.circuit(firrtl-dedup))' %s
bdbbd4ba30322d0d1879507a3416c96e4fd98251,"[Synth][LowerVariaidc] Fix UAF, topological ordering and a pass phase ordering (#9095)",circt-opt,mlir,True,firtool-1.134.0,Synth,,2,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --synth-lower-variadic,"circt-opt %s --synth-lower-variadic | FileCheck %s --check-prefixes=COMMON,TIMING"
1bb65bd284155a2210a3b94d9ecd5f48cdcee6f4,[Synth] Fix an incorrect canonicalization,circt-opt,mlir,True,firtool-1.132.0,Synth,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --canonicalize,circt-opt %s --canonicalize | FileCheck %s
1286a6c3eca4daa544caa532f916db3aa45e081e,[Comb] Fix mux canonicalizers for non-signless-ints (#9071),circt-opt,mlir,True,firtool-1.132.0,Comb,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '-canonicalize=top-down=true region-simplify=disabled' --allow-unregistered-dialect,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
ffd1d5eb87e4a9f57f58562e3b07d1461137d240,[ImportVerilog] Fix single argument expressions in severity tasks (#8998),circt-translate,sv,True,firtool-1.132.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
09f0bbe083a36fdd8cc7a0234931cfab7bb96c58,[Moore] Fix missing RValue conversion for struct_create (#8988),circt-translate,sv,True,firtool-1.129.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
978f392c2b69043d46441920d23834908f511bfb,[ImportVerilog] Fix edge case for single-bit pre- and post-increment (#8945),circt-translate,sv,True,firtool-1.129.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
14511d96a67687d39b0bb698fed9cbe92d20ff11,[ExportVerilog] Fix crash for variadic ops with a single operand (#8894),circt-opt,mlir,False,,ExportVerilog,,2,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '--pass-pipeline=builtin.module(any(prepare-for-emission))',circt-opt %s --pass-pipeline='builtin.module(any(prepare-for-emission))' --split-input-file -verify-diagnostics | FileCheck %s
a197d6e076c132b03b42a03f62c43bb66d905f2f,[circt-synth] Parallel Prefix Lowering Performance Bug Fix (#8881),other,mlir,False,,CombToAIG,,2,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir -output-longest-path=- -top counter,circt-synth %s -output-longest-path=- -top counter | FileCheck %s
4d57dc9240721b4b2a1ffd22521e0ac10dd760c1,[HWToLLVM] Fix struct_inject lowering using pre-lowering operand (#8867),circt-opt,mlir,True,firtool-1.128.0,HWToLLVM,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-hw-to-llvm --reconcile-unrealized-casts,circt-opt %s --convert-hw-to-llvm --reconcile-unrealized-casts | FileCheck %s
9f021153418e05376b4a53aa3ae66921d391e518,[ImportVerilog] Fix Slang crash when loading same file twice,circt-verilog,sv,True,firtool-1.128.0,ImportVerilog,,1,False,entry_tool_not_hw_capable,,False,circt-verilog /artefacts/probe/input.sv /artefacts/probe/input.sv,circt-verilog %s %s
765883a3939828b80d5de0c509f1f7b43656567b,[ImportVerilog] Fix assignment to concat of packed arrays (#8841),circt-translate,sv,True,firtool-1.128.0,MooreToCore,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
4fa60bb1d2cf74163d26dacf0d2b4912f7293096,[ImportVerilog] Fix file locations for auto-discovered files (#8840),other,sv,True,firtool-1.128.0,ImportVerilog,,3,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.sv,
cb22826d27fb2af6fcc22472e904c894ec70311e,[LLHD] Fix UnrollLoops crash on single-block regions,circt-opt,mlir,True,firtool-1.128.0,LLHD,,1,False,pipeline_not_hw_terminal,,False,circt-opt --llhd-unroll-loops /artefacts/probe/input.mlir,circt-opt --llhd-unroll-loops %s | FileCheck %s
82a8af4acfeaaa20afd3d3545800595b876f5510,[Comb] Fix more recursive mux folders (#8756),circt-opt,mlir,True,firtool-1.126.0,Comb,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '-canonicalize=top-down=true region-simplify=disabled' --allow-unregistered-dialect,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
237f744475155b056467c291ec7a355a4453b8ac,[FIRRTL] Fix TagExtractOp's type inference (#8766),circt-translate,fir,True,firtool-1.126.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,circt-translate -import-firrtl /artefacts/probe/input.fir,circt-translate -import-firrtl -verify-diagnostics -split-input-file %s | circt-opt | FileCheck %s
e80a67d30db4301fa1b57b0e0ec27abdf08f5c68,"[VerifToSMT] Fix lowering of no output, no result LEC op (#8763)",circt-opt,mlir,True,firtool-1.126.0,VerifToSMT,,2,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-verif-to-smt --reconcile-unrealized-casts -allow-unregistered-dialect,circt-opt %s --convert-verif-to-smt --reconcile-unrealized-casts -allow-unregistered-dialect --split-input-file | FileCheck %s
888e6787e4e2a43278891120da693627e25ab048,[FSMToSV] Fix bug of operations not being cloned in transition region (#8753),circt-opt,mlir,True,firtool-1.126.0,FSMToSV,,1,False,pipeline_not_hw_terminal,,False,circt-opt -convert-fsm-to-sv /artefacts/probe/input.mlir,circt-opt -split-input-file -convert-fsm-to-sv %s | FileCheck %s
dc524e9ea04f496cfbefbbdf505b414c9b164626,[AIG][LongestPathAnalysis] Fix a bug in deduplicatePathsImpl (#8746),other,mlir,True,firtool-1.126.0,AIG,,4,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir,%PYTHON% %s | FileCheck %s
24bd19e3cc12f242696e6e3565cb10d11eee37bf,[RTG] Fix ValidateOp elaboration (#8743),circt-opt,mlir,True,firtool-1.126.0,RTG,,1,False,pipeline_not_hw_terminal,,False,circt-opt --rtg-elaborate=seed=0 /artefacts/probe/input.mlir,circt-opt --rtg-elaborate=seed=0 --split-input-file --verify-diagnostics %s | FileCheck %s
47cf87cdcdd3e9811fb5f0654a87b77264aa0e4c,[firtool] Fix argument passing to LowerAnnotations,firtool,fir,True,firtool-1.126.0,Firtool.cpp,,1,False,firtool_output_mode_not_hw,,False,firtool -disable-annotation-unknown /artefacts/probe/input.fir,firtool -disable-annotation-unknown %s | FileCheck %s
3e42dbce123a4210d6650e470b039d11815d9fb5,[ESI] Fix wrap op canonicalizers (#8730),circt-opt,mlir,True,firtool-1.126.0,ESI,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --canonicalize,circt-opt %s --canonicalize | FileCheck %s
7df789c3ba70c66031ec6d6782dbf380785bd8de,[Comb] Fix excessive const shifts causing crashes and invalid IR (#8696),circt-opt,mlir,True,firtool-1.123.0,Comb,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '-canonicalize=top-down=true region-simplify=disabled' --allow-unregistered-dialect,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
ece9412ddfe3a89afc3e44851fab343ae697eba0,[VerifToSMT] Fix lowering of initial integer values for BMC (#8689),circt-opt,mlir,True,firtool-1.123.0,VerifToSMT,,3,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-verif-to-smt,circt-opt %s --convert-verif-to-smt --split-input-file --verify-diagnostics
dfa0fe98e99cb22dc05ef4dc4399d2f23361d904,[FIRRTL] Fix inject-dut-hier deleting new top (#8678),circt-opt,mlir,True,firtool-1.123.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-inject-dut-hier))' /artefacts/probe/input.mlir,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-inject-dut-hier))' -split-input-file %s | FileCheck %s
3df813fd7e65fbca66ffd1fe83395b7c726b4b2a,"[ImportVerilog] Fix range selects, unify lvalue/rvalue code paths",circt-translate,sv,True,firtool-1.123.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
d77bd7f21dbb705259085c3aa6eb350db553d92d,[AIG] Fix history's instance path update in LongestPathAnalysis (#8637),circt-opt,mlir,True,firtool-1.123.0,AIG,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '--pass-pipeline=builtin.module(aig-print-longest-path-analysis{test=true})',circt-opt %s --split-input-file --pass-pipeline='builtin.module(aig-print-longest-path-analysis{test=true})' --verify-diagnostics
81140f6a2c1e9785a8705e3d7a7dd327226f3634,[FIRRTL] Fix Grand Central companion not-in-design (#8625),circt-opt,mlir,True,firtool-1.123.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,"circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-grand-central,symbol-dce))' /artefacts/probe/input.mlir","circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-grand-central,symbol-dce))' -split-input-file %s | FileCheck %s"
1b810c5d4aed68613a521c6e21ec959bb4ae20f9,[FIRRTL] Fix cat canonicalization to handle mixed signed/unsigned operands (#8621),circt-opt,mlir,True,firtool-1.123.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-canonicalize=top-down=true region-simplify=aggressive' /artefacts/probe/input.mlir,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
09a701bb6577ae704706792f9f0b83ddd3445003,[AIG][ImportAIGER] Fix incorrect tokenization and simplify parser (#8588),circt-translate,mlir,True,firtool-1.121.0,ImportAIGER,,1,False,entry_tool_not_hw_capable,,False,circt-translate --import-aiger /artefacts/probe/input.mlir/invalid-index.aig /artefacts/probe/input.mlir,circt-translate --import-aiger %S/invalid-index.aig | FileCheck %s
